"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.332701212734402,6.30151842578488,-5.83915742582389,3.38619235904236e-08,0.000332114821711762,8.53391770597184,"LARP6"
-0.567040150785655,3.74792425553766,-5.69133047969706,6.89346830141357e-08,0.000332114821711762,7.86363095234002,"LGI2"
-0.491605806074597,1.31955762438635,-5.70671240511184,6.40508878453894e-08,0.000332114821711762,7.82536159521397,"LINC01166"
-0.209390021477528,4.40186570458826,-5.64415386930169,8.62985312981875e-08,0.000332114821711762,7.64969861406794,"LYRM4"
-0.444704735845284,5.32726829910511,-5.62000632592266,9.67743199443245e-08,0.000332114821711762,7.54026355914773,"CCDC184"
-0.274159922370272,4.05339267412964,-5.59634284352492,1.0824269284396e-07,0.000332114821711762,7.43750084539926,"MICOS10"
-0.337944444638341,5.02832677250252,-5.58413355001293,1.14669219294778e-07,0.000332114821711762,7.37881908160462,"METTL13"
-0.540586037537105,7.09118649166798,-5.52365003704135,1.52425669662485e-07,0.000343364225193024,7.11574301235677,"GAD1"
-1.20464419587282,0.158289961406219,-5.5405794811125,1.40779400750074e-07,0.000343364225193024,6.92794120541816,"FAM86B2-DT"
-0.313432998641595,5.24296167971673,-5.44028564381764,2.24967855477062e-07,0.000445368921722791,6.74159725879359,"GBA1"
-0.220402562450573,3.28234544968476,-5.41906037098645,2.48267300690384e-07,0.000445368921722791,6.6601374076737,"WDR4"
-0.550427148511124,0.279888937391238,-5.36318520629176,3.2144379570057e-07,0.000445368921722791,6.25369538716211,"STYXL2"
-0.291388350074965,8.19143488924039,-5.31369027657234,4.03544364888528e-07,0.000445368921722791,6.20502507465596,"AARS1"
-0.400760183650222,7.8501506399877,-5.31275607244,4.05275630570143e-07,0.000445368921722791,6.19975889211291,"DIRAS1"
-0.33040056901124,4.87618905434905,-5.31318526100936,4.04479361633806e-07,0.000445368921722791,6.18913630269612,"ADO"
-0.655311412352044,0.00269687690820388,-5.35644331333584,3.31584180248316e-07,0.000445368921722791,6.1824200773856,"LINC02192"
-0.253469559495464,7.05036792745145,-5.30718217010546,4.15756671405777e-07,0.000445368921722791,6.17128882331788,"SARS1"
-0.349728016209389,6.22832779912713,-5.30632992117704,4.17382337611376e-07,0.000445368921722791,6.16179058767877,"DTX4"
-0.400579736004689,4.81553332223141,-5.27825892131325,4.74531363530996e-07,0.000479456852904457,6.04363788930868,"ANK1"
-0.464566296438141,2.67908290473173,-5.25989678310456,5.15967348409104e-07,0.000479456852904457,5.97575329687399,"MB21D2"
-0.424511489440262,5.2757660894459,-5.25807113888283,5.20274773793926e-07,0.000479456852904457,5.95253874234055,"CRTAC1"
0.535591122020114,-0.980107167691801,5.33515642627836,3.65692176891732e-07,0.000445368921722791,5.82839403443606,"OSGEPL1-AS1"
-0.256198093894258,5.77107771729872,-5.22185177275487,6.13343369617708e-07,0.000497396939025177,5.79679755017342,"SAE1"
0.453338808182415,0.154877420552843,5.23652707449484,5.73828207109822e-07,0.000484741377956022,5.69296203435498,"SH2D7"
-0.735448125437426,-0.130965419088135,-5.23971146524134,5.65587177208142e-07,0.000484741377956022,5.65314375995274,"PRLHR"
-0.74248298006409,0.803077217269453,-5.19583833658673,6.89996831398859e-07,0.00051110919149809,5.62298356205402,"NXPH2"
-0.286403235970729,4.30519712843595,-5.17097786632313,7.719260883324e-07,0.00051110919149809,5.58506346735227,"FITM2"
-0.301847648809039,4.75512219068065,-5.16868478114301,7.79943324846393e-07,0.00051110919149809,5.57217874481888,"NTN4"
-0.182237089348783,5.28053755919996,-5.16878078940664,7.79606034783305e-07,0.00051110919149809,5.5692859494349,"TERF2"
-0.593072629133481,3.20906094932818,-5.15152930408542,8.42549064701243e-07,0.00051110919149809,5.5177095544761,"ITGAX"
-0.381837418682983,6.08428641649157,-5.15370635962577,8.34341348444978e-07,0.00051110919149809,5.50931970489725,"PPM1H"
-0.575486253661026,6.86985629517763,-5.15054421303313,8.46288724983717e-07,0.00051110919149809,5.50220109215781,"GAD2"
-0.30670014449715,5.7259505252148,-5.14588196806361,8.64208045875265e-07,0.00051110919149809,5.47313551005011,"VPS18"
0.46989940544371,3.76142827628352,5.14125593670033,8.82352851062107e-07,0.00051110919149809,5.46716904220253,"BTNL9"
-0.215817960000833,3.34867125043428,-5.1276426787833,9.3792526724844e-07,0.000528208246338746,5.41520204709754,"LYSMD1"
-0.774996678450622,5.93292490032403,-5.11253886236079,1.00356868798708e-06,0.000549901394060812,5.33761795942953,"SLC32A1"
-0.296668659455694,1.66553449700584,-5.1017788026703,1.05303712307527e-06,0.000561823016663894,5.29234217200952,"CENPN"
0.567727731055627,-1.00419701661343,5.17501451976878,7.58007332160061e-07,0.00051110919149809,5.2052135115578,"PLG"
